index,price,hood_district,sqft,beds,bath,laundry,pets,housing_type,parking
2678,5590,9.0,9330.0,2.0,2.0,2,3,0,1
2739,2890,9.0,4250.0,0.0,1.0,2,0,0,0
2783,7500,9.0,2500.0,6.0,2.5,2,0,0,0
2667,3190,8.0,7500.0,1.0,1.0,2,3,0,1
1049,4990,7.0,9250.0,2.0,2.0,1,3,0,1
646,2590,5.0,6000.0,1.0,1.0,2,0,0,1
2664,2690,8.0,4970.0,0.0,1.0,1,0,0,1
2660,3290,9.0,4900.0,0.0,1.0,2,3,0,1
2674,4290,9.0,9330.0,2.0,2.0,2,3,0,1
2683,2890,9.0,4860.0,0.0,1.0,2,3,0,1
2762,3290,9.0,486.0,0.0,1.0,2,3,0,3
73,3190,8.0,6500.0,1.0,1.0,2,0,0,1
2753,3090,9.0,470.0,0.0,1.0,2,3,0,3
2689,3090,9.0,4700.0,0.0,1.0,2,3,0,1
2754,5290,9.0,1442.0,2.0,2.0,2,3,0,3
2527,5690,9.0,10430.0,2.0,2.0,2,3,0,1
2518,3995,8.0,1072.0,2.0,2.0,1,0,0,3
2679,2490,9.0,4600.0,0.0,1.0,2,3,0,1
2744,2790,9.0,4600.0,0.0,1.0,1,3,0,1
2752,2990,9.0,640.0,1.0,1.0,2,3,0,3
2676,3690,6.0,4500.0,0.0,1.0,2,3,0,1
2756,2790,9.0,588.0,1.0,1.0,2,3,0,3
2751,4590,8.0,1050.0,2.0,1.0,2,3,0,3
2749,4790,9.0,1043.0,2.0,2.0,2,3,0,3
2096,2890,8.0,4800.0,0.0,1.0,1,0,0,1
2684,2490,8.0,4800.0,0.0,1.0,1,0,0,1
2750,5790,9.0,1376.0,2.0,2.0,2,3,0,3
2763,3990,9.0,845.0,1.0,1.0,2,3,0,3
2682,3490,9.0,4500.0,0.0,1.0,1,0,0,0
2669,3290,6.0,5500.0,0.0,1.0,2,3,0,1
761,2390,6.0,4600.0,0.0,1.0,2,3,0,0
2673,1990,8.0,4160.0,0.0,1.0,1,3,0,0
2755,2890,9.0,486.0,0.0,1.0,2,3,0,3
141,3990,9.0,7200.0,1.0,1.0,2,3,0,1
2685,5690,9.0,11020.0,2.0,2.0,2,3,0,1
2668,2690,6.0,4600.0,0.0,1.0,2,3,0,0
2681,3690,9.0,11000.0,2.0,2.0,1,0,0,1
2758,2490,9.0,460.0,0.0,1.0,1,3,0,3
2686,4790,7.0,9450.0,2.0,1.0,2,0,0,1
2761,3690,9.0,1044.0,2.0,2.0,2,3,0,3
2760,3990,9.0,736.0,1.0,1.0,2,3,0,3
1052,2450,9.0,530.0,1.0,1.0,2,0,0,3
1028,1300,10.0,250.0,0.0,1.0,0,0,0,0
1054,5200,8.0,1440.0,3.0,2.0,0,0,0,3
1056,1400,10.0,350.0,0.0,1.0,2,0,0,1
1029,1400,10.0,300.0,0.0,1.0,2,0,0,1
1055,1400,10.0,320.0,0.0,1.0,1,0,0,0
2718,4595,8.0,1100.0,3.0,1.0,1,0,0,0
3063,3250,7.0,950.0,2.0,1.0,0,0,0,0
2496,1995,2.0,550.0,1.0,1.0,1,1,0,3
550,3840,5.0,799.0,2.0,2.0,1,3,0,3
2911,3250,9.0,800.0,2.0,1.0,0,0,0,0
1325,7000,5.0,2012.0,3.0,2.0,2,0,3,3
2808,4800,8.0,1450.0,2.0,2.0,2,3,0,3
2768,5400,5.0,1250.0,3.0,1.5,1,1,0,0
1407,4500,9.0,1500.0,3.0,2.0,2,3,0,3
1798,4750,6.0,1561.0,3.0,1.0,2,0,0,3
1326,3995,5.0,850.0,1.0,1.0,2,0,0,0
1688,3650,9.0,838.0,1.0,1.5,2,0,0,3
428,2100,5.0,400.0,1.0,1.0,1,1,0,0
2193,4500,7.0,1023.0,1.0,1.0,2,3,0,0
1027,4750,7.0,1038.0,1.0,1.0,2,1,0,0
27,4295,6.0,940.0,2.0,2.0,2,3,0,0
74,2617,9.0,650.0,1.0,1.0,2,3,0,0
619,2600,8.0,800.0,1.0,1.0,2,1,0,0
622,2950,6.0,600.0,1.0,1.0,1,3,0,0
618,2800,8.0,700.0,1.0,1.0,2,1,0,0
2455,2795,7.0,450.0,1.0,1.0,1,0,0,0
2928,1995,9.0,450.0,0.0,1.0,1,0,0,0
2927,3495,9.0,1700.0,3.0,1.0,0,0,0,0
1183,2950,5.0,1000.0,2.0,1.0,2,0,0,0
345,3895,5.0,850.0,3.0,1.0,2,3,0,0
2568,1995,9.0,400.0,0.0,1.0,0,0,0,0
2463,2550,1.0,750.0,1.0,1.0,0,0,0,1
2396,2299,6.0,550.0,0.0,1.0,1,3,0,0
2490,2495,2.0,900.0,1.0,1.0,1,1,0,0
1347,3700,7.0,1050.0,2.0,1.0,1,3,0,3
1762,4399,9.0,1349.0,1.0,1.0,2,0,0,0
2890,4500,9.0,1500.0,4.0,2.0,1,3,0,0
597,3975,8.0,925.0,1.0,1.0,2,2,0,3
505,1290,1.0,240.0,1.0,1.0,0,0,0,0
460,5000,6.0,1250.0,2.0,2.0,2,3,0,3
1320,2040,5.0,840.0,2.0,1.5,2,3,0,0
153,6950,5.0,1700.0,5.0,2.0,2,0,0,1
1956,1780,8.0,300.0,1.0,1.0,1,1,0,0
1588,4550,7.0,1000.0,2.0,2.0,1,3,0,0
1087,4750,6.0,1235.0,2.0,2.5,2,1,0,3
1206,2595,8.0,1000.0,2.0,1.0,0,0,0,0
2435,3950,10.0,1600.0,3.0,1.5,1,0,3,3
1945,2900,9.0,980.0,2.0,1.0,0,3,0,0
2643,3450,9.0,950.0,2.0,2.0,2,1,0,0
1736,2250,6.0,550.0,0.0,1.0,1,1,0,0
2288,5000,9.0,1770.0,2.0,2.5,2,3,0,3
114,2349,8.0,620.0,1.0,1.0,2,1,0,0
102,2066,8.0,549.0,0.0,1.0,2,3,0,0
1419,3200,9.0,1200.0,2.0,2.0,2,3,0,3
2557,3898,7.0,1098.0,1.0,1.0,1,0,0,3
839,4200,7.0,1400.0,3.0,1.0,2,0,0,0
1464,6500,9.0,1321.0,2.0,2.0,2,2,0,3
2082,4648,9.0,1313.0,2.0,2.0,2,0,0,3
1461,4400,9.0,1167.0,2.0,1.0,0,0,0,0
510,7200,9.0,1274.0,2.0,2.0,2,0,0,3
1463,3500,9.0,814.0,1.0,1.0,2,0,0,3
1929,1800,8.0,500.0,0.0,1.0,0,0,0,0
20,4195,5.0,1200.0,2.0,1.5,2,3,0,0
940,2800,8.0,601.0,1.0,1.0,2,3,0,3
1891,4000,9.0,900.0,2.0,1.0,1,3,0,0
101,3135,6.0,621.0,1.0,1.0,2,3,0,0
703,2511,9.0,647.0,1.0,1.0,2,3,0,3
1687,3500,8.0,781.0,1.0,1.0,2,0,0,3
2334,4595,9.0,1182.0,2.0,2.0,2,3,0,3
1345,3900,9.0,1163.0,2.0,2.0,2,3,0,3
2885,2800,1.0,650.0,2.0,1.0,0,0,1,0
413,2895,5.0,491.0,1.0,1.0,2,3,0,0
2067,3588,9.0,854.0,1.0,1.0,2,0,0,3
636,3271,9.0,860.0,1.0,2.0,2,3,0,3
2938,1995,9.0,300.0,1.0,1.0,1,3,0,0
2309,2746,9.0,516.0,1.0,1.0,2,3,0,3
2187,2500,5.0,500.0,1.0,1.0,2,0,0,0
1957,2400,7.0,440.0,1.0,1.0,1,1,0,0
419,1300,2.0,150.0,0.0,1.0,1,0,1,0
695,4700,9.0,1750.0,2.0,2.0,2,0,0,3
294,2996,8.0,895.0,2.0,2.0,1,3,0,2
1576,3800,9.0,873.0,1.0,1.0,2,2,0,3
2078,3725,9.0,855.0,1.0,1.0,0,0,0,0
2072,3378,9.0,920.0,1.0,1.0,2,0,0,3
2081,5200,9.0,1191.0,2.0,2.0,2,0,0,3
2569,3395,9.0,1100.0,2.0,2.0,2,3,0,3
2588,2600,5.0,850.0,1.0,1.0,2,0,0,0
2316,2650,4.0,700.0,1.0,1.0,1,0,0,0
78,3200,7.0,1000.0,1.0,1.0,1,0,0,0
1585,2945,7.0,975.0,1.0,1.0,1,0,0,3
1975,4075,5.0,1010.0,2.0,2.0,2,3,0,0
88,4500,9.0,1140.0,2.0,2.0,2,0,0,3
2210,3700,8.0,1100.0,2.0,1.0,1,1,0,0
157,2900,6.0,850.0,2.0,1.0,0,0,0,3
2502,2995,9.0,936.0,2.0,1.0,1,0,0,0
1436,4500,5.0,1100.0,3.0,1.5,2,0,0,0
155,3900,6.0,1200.0,3.0,2.0,1,0,0,0
1404,5250,8.0,1600.0,3.0,2.0,2,0,0,3
1017,1700,10.0,950.0,1.0,1.0,2,0,0,0
2991,2650,9.0,1050.0,1.0,1.0,0,0,0,0
1168,2000,7.0,700.0,0.0,1.0,1,0,0,3
2932,4495,7.0,1005.0,2.0,1.0,1,3,0,1
2445,2745,9.0,950.0,1.0,2.0,2,3,0,3
969,5500,9.0,1200.0,1.0,2.0,2,3,0,3
1386,2995,8.0,1200.0,2.0,1.0,0,0,0,0
964,3775,7.0,1000.0,1.0,1.0,1,0,0,0
2451,3100,7.0,950.0,1.0,1.0,1,0,0,0
1460,1995,9.0,400.0,0.0,1.0,1,0,0,2
1191,3875,9.0,1200.0,3.0,1.0,2,0,0,0
1394,3195,8.0,1200.0,2.0,1.0,0,0,0,0
2925,5566,5.0,1022.0,2.0,2.0,2,3,0,0
2517,4500,7.0,1000.0,1.0,1.5,1,2,0,3
1399,2695,1.0,900.0,1.0,1.0,1,0,0,3
2642,1875,8.0,450.0,0.0,1.0,1,0,0,0
1733,1800,8.0,440.0,0.0,1.0,1,0,0,0
1009,2050,5.0,700.0,1.0,1.0,1,0,0,0
1403,3000,8.0,725.0,1.0,1.5,1,0,0,3
3090,3395,7.0,800.0,1.0,1.0,1,0,0,0
2442,2400,5.0,500.0,0.0,1.0,1,0,0,3
2387,1799,8.0,550.0,0.0,1.0,1,0,0,3
1810,2600,1.0,700.0,1.0,1.0,1,0,0,0
920,3625,8.0,782.0,1.0,1.0,1,2,0,3
2491,7900,5.0,1400.0,4.0,4.0,2,0,0,0
1964,3295,7.0,1000.0,2.0,2.0,1,0,0,0
2770,1750,8.0,450.0,0.0,1.0,1,0,0,0
1594,7800,7.0,3000.0,2.0,2.0,2,3,0,0
1022,8750,8.0,2490.0,2.0,3.0,2,3,0,3
1023,8750,8.0,2490.0,2.0,3.0,2,3,0,3
1349,3100,9.0,770.0,1.0,1.0,2,0,0,0
1225,6800,5.0,2250.0,4.0,2.0,2,3,3,3
480,3500,6.0,1047.0,2.0,2.0,2,3,0,3
775,4150,9.0,844.0,2.0,2.0,2,0,0,3
1599,1900,3.0,350.0,1.0,1.0,1,0,1,0
2271,2595,10.0,1100.0,2.0,1.0,1,0,0,0
1589,3869,9.0,1286.0,2.0,2.0,2,3,0,0
2191,7200,9.0,2100.0,1.0,2.0,0,3,0,0
1542,2906,9.0,748.0,1.0,1.0,2,3,0,0
1421,3480,9.0,1410.0,2.0,2.0,2,0,0,3
2489,2995,8.0,650.0,1.0,1.0,1,1,0,0
1203,12500,9.0,2250.0,2.0,2.5,2,3,0,3
207,3895,1.0,950.0,2.0,1.0,1,3,0,0
944,2095,8.0,550.0,2.0,1.0,0,3,0,0
2010,4100,9.0,1240.0,2.0,1.0,1,0,3,1
1668,2600,7.0,500.0,1.0,1.0,1,0,0,0
596,4500,7.0,1140.0,4.0,2.0,2,3,0,0
2793,1600,8.0,425.0,0.0,1.0,1,0,0,0
2172,2395,8.0,562.0,0.0,1.0,1,0,0,0
2810,5500,9.0,1180.0,2.0,2.0,2,0,0,3
2812,5000,9.0,1180.0,2.0,2.0,2,3,0,3
2815,4500,9.0,1107.0,2.0,2.0,1,0,0,3
699,3300,9.0,916.0,1.0,1.0,2,0,0,3
1104,4250,9.0,1163.0,2.0,2.0,2,0,0,3
1059,5450,9.0,1240.0,2.0,2.0,2,0,0,3
2080,7800,9.0,1572.0,2.0,2.0,2,0,0,3
1082,5000,9.0,1340.0,2.0,2.0,2,0,0,3
1392,4500,7.0,969.0,2.0,2.0,2,0,0,0
662,2850,9.0,760.0,1.0,1.0,2,3,0,3
2834,4500,7.0,916.0,2.0,2.0,2,0,0,3
2237,2700,9.0,700.0,1.0,1.0,2,0,0,3
2814,5500,9.0,1403.0,2.0,2.0,2,0,0,3
1190,2400,9.0,665.0,1.0,1.0,2,0,0,0
191,1980,10.0,572.0,1.0,1.0,2,3,0,3
158,2075,10.0,675.0,1.0,1.0,2,3,0,3
2816,4000,9.0,1265.0,2.0,2.0,2,0,0,3
1101,4150,9.0,1098.0,1.0,1.5,2,3,0,3
2083,4375,9.0,1479.0,2.0,2.0,2,0,0,3
2079,5100,9.0,1356.0,2.0,2.0,2,0,0,3
2230,2500,8.0,1000.0,1.0,1.0,1,1,0,0
2530,3995,8.0,1900.0,3.0,2.0,2,3,3,0
1035,6000,7.0,2300.0,3.0,2.0,1,0,0,3
2921,5495,7.0,1250.0,2.0,1.0,1,0,0,1
12,2400,5.0,1050.0,1.0,1.0,2,0,0,0
2830,4700,1.0,1850.0,4.0,2.5,1,0,0,3
1590,2900,9.0,538.0,1.0,1.0,2,3,0,3
1650,4275,9.0,1517.0,2.0,2.0,2,3,0,3
884,4500,9.0,1600.0,2.0,2.0,2,3,0,3
774,3600,9.0,630.0,2.0,1.0,2,0,0,3
1037,3000,9.0,980.0,2.0,1.0,1,3,0,0
2956,3095,9.0,750.0,1.0,1.0,1,0,0,3
835,3650,9.0,1014.0,2.0,1.0,2,1,0,0
2633,3975,9.0,1100.0,2.0,2.5,2,0,0,0
2824,4500,1.0,1850.0,4.0,2.5,1,0,0,3
92,2300,2.0,600.0,1.0,1.0,1,3,0,3
94,1965,8.0,595.0,1.0,1.0,2,3,0,0
353,3655,9.0,1000.0,2.0,2.0,2,3,0,3
423,3200,6.0,650.0,1.0,1.0,2,3,0,0
2336,5500,6.0,1327.0,3.0,2.0,2,3,0,3
2458,5995,5.0,1400.0,2.0,2.0,2,1,0,3
531,3260,9.0,1400.0,2.0,1.5,2,0,0,3
1031,4500,3.0,1536.0,3.0,2.0,0,3,3,3
2539,2750,10.0,970.0,2.0,1.0,2,1,0,3
1063,4000,9.0,1800.0,2.0,2.5,2,1,0,3
1640,3750,9.0,1350.0,2.0,1.0,2,0,2,3
1636,2800,1.0,717.0,1.0,1.0,0,0,0,0
1677,1950,2.0,375.0,0.0,1.0,0,0,0,3
1951,1495,8.0,450.0,0.0,1.0,1,0,0,0
2314,3495,7.0,650.0,1.0,1.0,1,3,0,3
2315,4500,5.0,1125.0,2.0,1.0,2,3,3,3
3051,2395,5.0,700.0,1.0,1.0,1,0,0,3
3026,3550,9.0,920.0,2.0,2.0,2,3,0,3
1781,3395,8.0,900.0,1.0,1.0,2,2,0,3
2351,2725,6.0,501.0,1.0,1.0,2,3,0,3
1635,4300,8.0,1000.0,3.0,1.0,2,0,0,0
1674,4500,7.0,900.0,3.0,1.0,2,0,2,1
1797,3650,1.0,750.0,3.0,2.0,1,0,0,0
2186,3400,10.0,1391.0,3.0,2.5,2,0,0,3
2578,1749,8.0,260.0,0.0,1.0,1,0,0,0
2200,2995,1.0,700.0,2.0,1.0,1,0,0,3
1032,3000,7.0,840.0,1.0,1.0,1,0,0,0
919,2500,1.0,650.0,1.0,1.0,1,0,0,3
544,5875,6.0,1350.0,4.0,2.0,1,0,0,3
290,5295,9.0,745.0,2.0,2.0,2,0,0,0
219,4995,9.0,782.0,2.0,2.0,2,0,0,0
2456,2499,2.0,650.0,2.0,1.0,1,0,1,0
2401,4150,7.0,1100.0,1.0,1.5,0,3,0,0
1906,2395,8.0,506.0,1.0,1.0,1,0,0,0
950,2650,1.0,825.0,2.0,1.0,1,0,0,0
2648,3450,8.0,1000.0,3.0,1.0,1,1,0,1
1227,2100,8.0,429.0,0.0,1.0,1,0,0,0
1038,2195,5.0,413.0,0.0,1.0,1,0,0,0
2476,1950,8.0,460.0,0.0,1.0,1,1,0,0
425,3900,8.0,681.0,2.0,2.0,2,0,0,0
2025,1895,8.0,464.0,0.0,1.0,1,0,0,0
2174,1895,8.0,430.0,0.0,1.0,1,0,0,0
2173,2200,8.0,429.0,0.0,1.0,1,0,0,0
1144,4400,5.0,1450.0,3.0,2.0,2,0,0,0
868,3700,7.0,1000.0,2.0,1.0,2,0,0,0
1142,2995,5.0,765.0,1.0,1.0,0,1,0,3
2712,3900,8.0,1200.0,3.0,1.0,1,0,0,0
403,4195,8.0,900.0,2.0,2.0,0,0,0,0
1280,3100,8.0,650.0,1.0,1.0,1,0,0,3
215,4275,5.0,1000.0,2.0,1.0,2,3,0,3
216,4275,5.0,1000.0,2.0,1.0,2,3,0,3
2042,2700,8.0,660.0,1.0,1.0,2,0,0,0
2441,2950,9.0,850.0,2.0,1.0,1,3,0,3
1044,3500,8.0,650.0,1.0,1.0,1,0,0,3
1462,3500,9.0,837.0,1.0,1.0,2,0,0,3
1466,5600,9.0,1238.0,2.0,2.0,2,0,0,3
2074,3950,9.0,605.0,1.0,1.0,2,0,0,3
2511,2600,2.0,580.0,1.0,1.0,0,1,0,0
1025,3450,1.0,900.0,1.0,1.0,1,3,0,3
1175,2750,2.0,550.0,1.0,1.0,1,0,0,0
133,2280,8.0,524.0,1.0,1.0,2,3,0,0
1904,2100,2.0,600.0,1.0,1.0,1,0,0,0
2412,2570,5.0,615.0,1.0,1.0,1,3,0,1
2330,2695,7.0,725.0,1.0,1.0,0,0,0,0
2940,2500,2.0,550.0,1.0,1.0,1,2,0,0
1942,2895,1.0,800.0,1.0,1.0,1,3,0,0
1592,2800,9.0,600.0,1.0,1.0,2,0,0,0
1907,3066,9.0,530.0,1.0,1.0,0,0,0,0
32,3995,7.0,800.0,1.0,1.0,1,3,0,3
870,3500,7.0,800.0,1.0,1.0,1,0,0,1
578,4125,9.0,1095.0,2.0,2.0,2,0,0,3
1107,3300,9.0,605.0,1.0,1.0,2,3,0,3
1106,3500,5.0,690.0,1.0,1.0,2,0,0,3
1123,3300,9.0,970.0,1.0,1.0,2,0,0,3
942,2675,9.0,700.0,1.0,1.0,0,3,0,0
926,3475,9.0,750.0,1.0,1.0,0,3,0,0
1406,2800,8.0,800.0,1.0,1.0,2,0,0,3
427,5595,5.0,1800.0,4.0,2.0,1,3,0,0
2545,2050,9.0,350.0,0.0,1.0,0,0,0,3
2560,1995,9.0,350.0,0.0,1.0,0,0,0,3
137,7900,8.0,1500.0,2.0,2.0,2,0,0,3
2215,3395,7.0,900.0,1.0,1.0,2,0,0,3
1595,5000,7.0,1300.0,2.0,2.0,1,3,0,3
97,3395,8.0,900.0,1.0,1.0,2,0,0,3
1925,2550,9.0,610.0,1.0,1.0,2,0,0,3
537,2095,9.0,800.0,1.0,1.0,0,3,0,0
1709,3995,7.0,950.0,2.0,2.0,1,0,0,3
1705,3995,7.0,950.0,2.0,1.0,1,0,0,3
1185,1180,3.0,150.0,1.0,1.0,1,0,3,0
77,3495,7.0,900.0,1.0,1.0,1,0,0,1
1337,3951,9.0,761.0,2.0,1.0,2,3,0,3
1546,4202,9.0,850.0,2.0,2.0,2,3,0,3
1128,2040,5.0,840.0,2.0,1.5,2,3,0,0
959,2750,9.0,725.0,1.0,1.0,1,3,0,0
2840,3750,9.0,901.0,2.0,2.0,2,0,0,3
1480,3495,8.0,622.0,1.0,1.0,2,0,0,3
2076,2075,7.0,500.0,0.0,1.0,1,3,0,0
1799,3450,1.0,1100.0,2.0,1.0,1,0,0,0
1478,2995,8.0,621.0,1.0,1.0,1,0,0,3
1954,1500,2.0,550.0,1.0,1.0,2,0,1,0
3092,1795,3.0,300.0,1.0,1.0,1,3,1,0
209,3200,2.0,500.0,1.0,1.0,1,3,0,3
17,2390,1.0,800.0,1.0,1.0,0,0,0,0
654,3370,8.0,800.0,1.0,1.0,1,0,0,3
2880,1895,10.0,500.0,1.0,1.0,2,0,0,0
2589,1675,2.0,350.0,0.0,1.0,1,0,0,0
669,4990,9.0,1655.0,3.0,2.0,2,0,3,3
2492,4250,5.0,600.0,2.0,2.0,2,0,0,0
2199,2733,9.0,763.0,1.0,1.0,2,3,0,3
69,3044,9.0,751.0,1.0,1.0,2,3,0,0
2217,2795,8.0,650.0,2.0,1.0,2,0,0,0
2869,1895,8.0,500.0,1.0,1.0,0,3,0,0
1427,3395,8.0,1000.0,2.0,1.0,2,0,0,0
298,2190,5.0,600.0,1.0,1.0,1,0,0,0
2373,3500,3.0,1400.0,3.0,2.0,2,1,0,3
2551,3200,9.0,1215.0,2.0,2.0,0,3,0,2
2498,3995,3.0,1650.0,3.0,2.0,1,3,0,3
1485,4300,9.0,1300.0,3.0,2.0,2,3,0,0
437,3595,5.0,916.0,2.0,1.0,0,1,0,0
2399,2550,8.0,660.0,1.0,1.0,2,0,0,0
1890,2800,9.0,655.0,1.0,1.0,2,0,0,0
297,2850,4.0,800.0,1.0,1.0,2,1,1,0
1270,10500,8.0,2179.0,3.0,3.0,2,0,0,3
2152,7995,4.0,3200.0,4.0,3.0,2,3,3,3
830,3104,8.0,650.0,1.0,1.0,1,1,0,1
276,2595,8.0,740.0,1.0,1.0,1,0,0,0
2853,4100,5.0,1050.0,2.0,1.0,1,3,0,3
962,5200,5.0,1450.0,3.0,2.0,1,3,0,3
2819,6500,7.0,1450.0,4.0,2.0,1,0,0,3
1825,3700,2.0,1100.0,2.0,1.0,0,0,3,3
1405,2995,7.0,700.0,1.0,1.0,1,0,0,3
581,1850,8.0,500.0,1.0,1.0,1,3,0,3
270,3195,2.0,900.0,2.0,1.0,1,3,0,0
1959,2195,8.0,500.0,2.0,1.0,1,0,0,0
2654,1595,8.0,400.0,0.0,1.0,1,0,0,0
2439,4500,6.0,1246.0,2.0,2.0,2,0,0,3
1786,5995,5.0,1800.0,3.0,2.0,2,3,0,0
260,3750,1.0,1500.0,3.0,2.0,2,0,0,0
308,5195,5.0,1622.0,4.0,1.5,2,3,0,0
296,6250,7.0,1860.0,3.0,2.0,2,3,0,3
1201,2100,6.0,388.0,0.0,1.0,0,1,0,0
2408,2199,8.0,750.0,1.0,1.0,2,0,0,3
2392,1899,8.0,550.0,0.0,1.0,1,0,0,3
2375,4000,5.0,1000.0,2.0,1.0,2,3,0,0
1792,2199,2.0,575.0,1.0,1.0,1,3,0,0
575,2750,5.0,700.0,1.0,1.0,0,3,0,1
47,2600,5.0,860.0,2.0,1.0,1,2,0,1
481,6050,1.0,2300.0,4.0,3.0,2,3,3,3
1632,2700,1.0,717.0,1.0,1.0,0,0,0,0
1517,2698,1.0,800.0,1.0,1.0,1,0,0,3
1520,2395,1.0,500.0,0.0,1.0,1,0,0,3
886,3995,7.0,900.0,2.0,2.0,2,3,0,3
889,3495,7.0,700.0,1.0,1.0,2,3,0,3
612,3500,9.0,1011.0,2.0,2.0,2,3,0,3
337,3595,8.0,830.0,2.0,1.0,1,0,0,2
2045,3000,8.0,830.0,4.0,1.0,2,3,0,0
2788,1600,8.0,400.0,0.0,1.0,1,0,0,0
2548,5750,4.0,1960.0,4.0,2.0,1,0,3,3
1581,3895,9.0,1133.0,3.0,2.0,2,3,0,3
438,4200,8.0,1200.0,1.0,1.0,2,3,0,3
331,1675,8.0,224.0,0.0,1.0,1,3,0,0
135,3100,9.0,1072.0,2.0,2.0,2,0,0,2
2618,2760,9.0,449.0,0.0,1.0,0,3,0,0
1053,3600,9.0,1255.0,1.0,1.5,2,0,0,3
2843,3400,9.0,1124.0,1.0,1.5,2,0,0,3
2246,5500,2.0,2900.0,4.0,2.0,0,1,3,3
2883,2900,5.0,600.0,1.0,1.0,1,3,0,0
136,1674,9.0,656.0,1.0,1.0,1,3,0,0
1283,4350,5.0,1310.0,2.0,1.0,1,0,0,0
831,1850,7.0,375.0,0.0,1.0,1,0,0,0
828,2000,6.0,525.0,0.0,1.0,1,0,0,3
1395,5700,9.0,1500.0,3.0,2.0,2,3,0,3
652,4250,8.0,769.0,1.0,1.0,2,3,0,3
2622,5500,5.0,1760.0,3.0,1.0,2,3,0,0
453,2445,7.0,600.0,1.0,1.0,0,0,0,0
1226,2600,7.0,850.0,1.0,1.0,0,0,0,0
1979,6895,7.0,1530.0,2.0,2.0,2,2,0,3
814,2200,8.0,450.0,1.0,1.0,1,0,0,1
2466,2326,7.0,625.0,1.0,1.0,1,3,0,3
1279,1800,8.0,440.0,0.0,1.0,0,0,0,0
35,1800,8.0,440.0,0.0,1.0,1,0,0,0
1099,4500,9.0,1500.0,2.0,1.0,2,3,3,1
2318,4250,2.0,1600.0,3.0,1.0,2,0,3,3
952,1890,7.0,550.0,1.0,1.0,0,0,0,0
28,4066,9.0,768.0,1.0,1.0,2,3,0,3
194,2956,2.0,644.0,1.0,1.0,2,3,0,2
1834,2999,2.0,750.0,2.0,1.0,1,0,0,0
1061,4400,1.0,1900.0,2.0,2.0,2,0,3,3
2577,3700,8.0,1100.0,3.0,1.0,0,0,0,0
263,4495,1.0,1200.0,2.0,2.0,2,3,0,0
643,3650,7.0,1000.0,2.0,2.0,1,0,0,3
86,4750,6.0,1050.0,3.0,2.0,2,3,0,2
2236,3950,7.0,1230.0,3.0,2.0,0,0,0,0
1108,2450,8.0,523.0,1.0,1.0,2,0,0,3
2556,2695,9.0,800.0,1.0,1.0,1,0,0,1
582,4068,9.0,1113.0,2.0,2.0,2,3,0,0
645,3400,2.0,945.0,2.0,2.0,1,0,0,3
642,3500,2.0,974.0,2.0,2.0,1,0,0,3
2789,2000,8.0,400.0,0.0,1.0,1,0,0,0
2573,2750,9.0,1016.0,1.0,1.5,2,3,0,3
2182,2899,5.0,575.0,0.0,1.0,2,3,0,3
1734,1595,8.0,420.0,0.0,1.0,0,0,0,0
292,4500,6.0,1500.0,2.0,1.0,1,3,0,3
1286,3500,9.0,1200.0,2.0,1.0,1,0,0,3
2020,1795,1.0,500.0,2.0,1.0,0,0,0,0
1901,4000,9.0,1050.0,2.0,2.0,2,0,0,0
1124,3200,9.0,920.0,1.0,1.5,2,0,0,3
2398,1929,8.0,750.0,1.0,1.0,1,0,0,3
1014,6500,8.0,1805.0,2.0,2.5,2,3,0,3
1013,6500,8.0,1805.0,2.0,2.5,2,3,0,3
2920,5900,5.0,1450.0,3.0,2.0,2,0,0,1
2638,4600,9.0,1250.0,3.0,2.0,2,3,0,0
1334,3000,6.0,845.0,1.0,1.0,1,0,0,3
2452,6995,5.0,2500.0,2.0,2.0,2,0,0,3
629,2860,3.0,1093.0,2.0,2.0,0,3,0,0
340,4750,9.0,979.0,3.0,2.0,2,3,0,3
882,3020,9.0,702.0,1.0,1.0,2,3,0,3
75,6500,5.0,1800.0,5.0,1.5,2,0,0,0
15,5595,5.0,1700.0,3.0,2.0,2,2,0,3
1533,9800,9.0,1670.0,2.0,2.5,2,0,0,3
824,1600,8.0,350.0,0.0,1.0,0,0,0,0
1319,2483,9.0,433.0,0.0,1.0,2,3,0,3
1852,1795,8.0,450.0,0.0,1.0,1,3,0,0
2874,1395,8.0,335.0,0.0,1.0,0,3,0,0
1468,2195,2.0,590.0,0.0,1.0,0,3,0,0
2833,1650,2.0,300.0,0.0,1.0,1,0,1,0
1036,2500,5.0,600.0,0.0,1.0,0,0,0,0
2531,1600,10.0,300.0,0.0,1.0,0,0,3,0
818,1695,8.0,500.0,0.0,1.0,1,0,0,0
834,1995,9.0,456.0,0.0,1.0,1,0,0,2
2835,4800,7.0,955.0,2.0,2.0,2,0,0,3
1476,3900,8.0,1532.0,2.0,2.0,2,0,0,3
2873,4500,7.0,1444.0,3.0,2.0,2,0,0,0
1307,5995,1.0,1700.0,3.0,2.0,2,3,0,0
2628,5850,8.0,1300.0,1.0,1.0,2,0,0,3
1218,1600,8.0,400.0,0.0,1.0,1,0,0,0
1160,4488,8.0,977.0,2.0,2.0,2,3,0,3
659,6990,9.0,1700.0,4.0,2.0,2,0,0,0
224,3700,6.0,1017.0,2.0,2.0,2,3,0,3
