date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,Get the Upper Hand on Your Commute - Move in Special,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-get-the-upper-hand-on/7205182188.html,3595,2,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,"Furnished Sleek Mountain View 2BR w/, Pool, BBQ, nr. Shops & Hwy (278)",https://sfbay.craigslist.org/sfc/apa/d/mountain-view-furnished-sleek-mountain/7206397920.html,3490,2,9500.0,Mountain View,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Click Bait Apartment in Alamo Square - $0 Deposit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-click-bait-apartment-in/7205179955.html,2195,,,alamo square / nopa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no smoking']"
Oct  1,SCHEDULE A LIVE OR VIDEO TOUR TODAY + TWO MONTH FREE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-schedule-live-or-video/7206388990.html,3895,3,1133.0,potrero hill,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,50 Jones has the best deal in town come by so we can show you!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-50-jones-has-the-best/7206376004.html,1838,,420.0,downtown / civic / van ness,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'wheelchair accessible']"
Oct  1,2 Months Free: Spacious Top Floor 1BR/1BA in the Tenderloin,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-spacious/7206397373.html,2195,1,,Tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']"
Oct  1,Amazing light-filled new construction condo w/parking ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-light-filled-new/7206388694.html,5000,3,,richmond / seacliff,2Ba,"['condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Large 1bd/1ba, Sweeping Views, 3-Unit Bldg., Pkg | Elite Leasing",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-1bd-1ba-sweeping/7206396771.html,2945,1,975.0,laurel hts / presidio,1Ba,"['application fee details: $40.00 per applicant', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Awesome GG Park Remodeled Quiet 1bd Apt! Great Bldg! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-gg-park-remodeled/7206390891.html,2595,1,650.0,inner richmond,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,First months rent FREE! WOW! Spacious One Bedroom/One Bath Unit - RENT,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-first-months-rent-free/7206396581.html,2800,1,,alamo square / nopa,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,HighCeilings Wood Floors 2 bedrooms 2 bathrooms 2 fireplaces Nat Lite,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-highceilings-wood-floors/7206396372.html,4550,2,1000.0,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,Live Where You Work And Play,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-live-where-you-work-and/7206396357.html,3869,2,1286.0,SOMA / south beach,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage']"
Oct  1,Mid Market Top Floor 1B1Ba- 8 Weeks Free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mid-market-top-floor/7206396101.html,2900,1,538.0,SOMA / south beach,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,Bright Newly Remodeled Spacious View Pac Heights Apt! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-newly-remodeled/7206396038.html,3295,1,850.0,pacific heights,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,"One Bedroom Efficiency Apt w/Washer Dryer, and more",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-efficiency/7206395980.html,2800,1,600.0,mission district,1Ba,"['apartment', 'w/d in unit']"
Oct  1,Gorgeous Top Floor Two Bed Two Bath Condo - Views! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-top-floor-two/7206390128.html,4495,2,,richmond / seacliff,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"LargeRooms, Gorgeous Panoramic Views,Huge Back Yard w/Greenhouse DogOK",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-largerooms-gorgeous/7206395609.html,7800,2,3000.0,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'w/d in unit']"
Oct  1,PACIFIC HEIGHTS - Lovely 2 Br Apartment home,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pacific-heights-lovely-2/7206363574.html,5000,2,1300.0,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'attached garage']"
Oct  1,2 Months Free: Bright & Modern 3BR/2BA with W/D In-Unit; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-bright/7206391146.html,3795,3,,inner richmond,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']"
Oct  1,Bright Prime Pac Heights Remodeled Spacious Apt w/ HW! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-prime-pac-heights/7206395255.html,3295,1,800.0,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Newly Remodeled! Next to USF; 4 BEDROOMS/2Ba,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-next-to/7195703291.html,5875,4,,USF / panhandle,2Ba,"['duplex', 'laundry on site', 'no smoking', 'attached garage']"
Oct  1,Like New In-Law Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-like-new-in-law-unit/7206370520.html,1900,1,350.0,ingleside / SFSU / CCSF,1Ba,"['in-law', 'laundry on site', 'no smoking', 'street parking']"
Oct  1,Newly Remodeled! Next to USF; 2 Bedroom 1 Bathroom,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-next-to/7204535763.html,3195,2,,USF / panhandle,1Ba,"['apartment', 'no laundry on site', 'no smoking']"
Oct  1,Remodeled 1BD/1BA Apartment in A+ Building,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-1bd-1ba/7201415198.html,2350,1,,alamo square / nopa,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"4bd, Top Flr Flat w/ Period Details, 2 Unit Bldg. | Elite Leasing",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4bd-top-flr-flat-period/7206394946.html,5995,4,,haight ashbury,1.5Ba,"['application fee details: $40.00 per applicant', 'flat', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Beautiful large remodeled studio in great Nob Hill location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-large-remodeled/7192925786.html,1895,,,nob hill,1Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,"Top Floor 4 room apt w/Private Sun Deck, laundry, Jacuzzi Pets Ok",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-4-room-apt/7206394850.html,3550,1,900.0,potrero hill,splitBa,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']"
Oct  1,Remodeled top floor spacious  studio in great Mission/25th St location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-top-floor/7201469453.html,2095,,,mission district,1Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Penthouse level unit at the Metropolitan INCLUDES PKG!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-penthouse-level-unit-at/7204274788.html,3600,1,,SOMA / south beach,1Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,2 Months Free:Newly Renovated 3BR/2BA with W/D InUnit; Modern Finishes,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-freenewly/7206391661.html,4695,3,,mission district,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,"Elegant 2 bedroom, Hardwood Floors, Wood Burning Fireplace, Quiet Bldg",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-2-bedroom/7206394491.html,3750,2,800.0,pacific heights,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Bright Remodeled Top Floor Prime NOPA 1 bd Apt w/ HW Floors! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-remodeled-top/7206394323.html,2995,1,700.0,alamo square / nopa,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Pet friendly Studio | Remodeled | record low Price! Video Tours,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-studio/7198117224.html,1795,,,financial district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Pet friendly Studio | Remodeled | record low Price! Video Tours,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-studio/7198117090.html,1795,,,financial district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Pet friendly Studio | Remodeled | record low Price! Video Tours,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-studio/7196703191.html,1795,,,financial district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Pet friendly Studio | Remodeled | record low Price! Video Tours,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-studio/7196702975.html,1795,,,financial district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Pet Friendly | Beautiful 1 Bedroom | Great Views! 1/2 month free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-beautiful-1/7198121036.html,2195,1,,tenderloin,1Ba,"['application fee details: $35', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Haight Ashbury Gem. Charming bright 1 bedroom available now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-haight-ashbury-gem/7204513713.html,2425,1,600.0,haight ashbury,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,Open House Sat (10/3) @4-5pm Gorgeous 1 or 2 BR Rousseau flat,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-sat-pm/7203180356.html,2695,2,1000.0,sunset / parkside,2Ba,"['flat', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Jr on Bush at record low price! PET FRIENDLY,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-on-bush-at-record-low/7198139835.html,2195,1,,downtown / civic / van ness,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Stunning furnished 2 bed 2 bath,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-furnished-2-bed/7206393353.html,3750,2,1200.0,SAN FRANCISCO,2Ba,"['apartment', 'w/d in unit', 'street parking']"
Oct  1,Beautifully Remodeled With Harbor View!!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-remodeled/7206386744.html,3575,2,1000.0,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Bright Remodeled Russian Hill Apt! Parking! Courtyard!  ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-remodeled-russian/7206393057.html,3150,1,920.0,russian hill,1Ba,"['condo', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Richmond Dist. Bright 1 Bed/1 Bath Flat w/ Hardwood Floors,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-richmond-dist-bright-1/7204138356.html,2700,1,717.0,richmond / seacliff,1Ba,"['application fee details: $40 Application and Credit Check', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,2 MONTHS FREE + in luxury building and pet friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-in-luxury/7196704137.html,1695,,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']"
Oct  1,Charming Neighborhood 1 bed + Bonus Room on Coveted Tree Lined Lane,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-neighborhood-1/7196393081.html,3000,1,,lower haight,1Ba,"['application fee details: $40 Application and Credit Check', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,Need More Space? Huge 3 bed + in the Heart of North Beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-need-more-space-huge-3/7196291039.html,4300,3,1000.0,north beach / telegraph hill,1Ba,"['application fee details: $40 Application and Credit Check', 'flat', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Must See Richmond 1 bed/ 1 Bath. New Paint/ Hardwood Floors.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-must-see-richmond-1-bed-1/7204147698.html,2800,1,717.0,richmond / seacliff,1Ba,"['application fee details: $40 Application and Credit Check', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,Exceptional Location! Sun Filled Top Floor One Bedroom w/ Large Closet,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exceptional-location-sun/7204156645.html,2700,1,717.0,richmond / seacliff,1Ba,"['application fee details: $40 Application and Credit Check', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,Top Floor 3 Bedroom Unit in Noe Valley ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-3-bedroom-unit/7206376115.html,4700,3,,noe valley,1Ba,"['flat', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Top Floor Condo / Laundry in Unit / 725 Pine Street #304 / RentingSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-condo-laundry/7206392568.html,2195,,,lower nob hill,1Ba,"['condo', 'w/d in unit']"
Oct  1,"Multi-Story Townhome, Office Loft, Patio, Pkg | Elite Leasing",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-multi-story-townhome/7206392517.html,3750,2,1350.0,SOMA / south beach,1Ba,"['application fee details: $40.00 per applicant', 'townhouse', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,1 MONTH FREE! Remodeled Kitchen and Bathroom!  ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-month-free-remodeled/7206382603.html,2795,3,,SOMA / south beach,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"Updated Historic Classic/ Parking Incl. /Hardwood/2BD/Block Union St,",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-historic-classic/7206375858.html,3995,2,,marina / cow hollow,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,New Price Pet Friendly | Turk St | record low prices!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-pet-friendly/7188577604.html,1650,,,tenderloin,1Ba,"['application fee details: $35', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Pet Friendly Studio | Van Ness,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-studio-van/7188589017.html,1695,,,downtown / civic / van ness,1Ba,"['application fee details: $35', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,REMODELED and LARGE one bedroom in prime Pacific Heights!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-and-large-one/7197259619.html,3750,1,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Pet friendly + 1 Month Free!! Classic SF home,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-1-month-free/7188721189.html,1695,,,San Francisco,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site']"
Oct  1,Pet friendly + 1 Month Free!! Classic SF home,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-1-month-free/7188576797.html,1695,,,San Francisco,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site']"
Oct  1,Pet friendly | Remodeled | Great Price! Video Tours,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-remodeled/7198122711.html,2095,1,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']"
Oct  1,New Price Pet Friendly |Lower Nob | roof access and dog Patio,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-pet-friendly/7188721312.html,1795,,,tenderloin,1Ba,"['application fee details: $35', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Millennium Tower 2 bed / 2 bath for lease--won't last long!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-millennium-tower-2-bed-2/7206391803.html,4275,2,1517.0,SOMA / south beach,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'valet parking', 'wheelchair accessible']"
Oct  1,Top Floor 2B2Ba in Luxury Apartment-8 Weeks Free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-2b2ba-in-luxury/7206391811.html,3416,2,885.0,SOMA / south beach,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,Pet friendly studio available now! 1 month free!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-studio/7188588795.html,1795,,,San Francisco,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site']"
Oct  1,Pet friendly just remodeled!! plus 1 month free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-just/7192521854.html,2195,1,,San Francisco,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
